id,name,start,end,location,organization,created,modified
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005228,Sitzung des Integrationsrates (Sammeldatum für alle Vorlagen der neuen Wahlperiode),2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=19'],2025-05-23T13:31:55+02:00,2025-05-28T13:53:49+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005230,"Sitzung des Ausschusses für Soziales, Migration und Gesundheit (Sammeldatum für alle Vorlagen der neuen Wahlperiode)",2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=341'],2025-05-28T13:55:42+02:00,2025-05-28T13:55:43+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005231,Sitzung des Betriebsausschusses für Seniorenzentren (Sammeldatum für alle Vorlagen der neuen Wahlperiode),2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=336'],2025-05-28T13:56:27+02:00,2025-05-28T13:56:27+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005232,"Sitzung des Ausschusses für Kinder-, Jugend und Familie (Sammeldatum für alle Vorlagen der neuen Wahlperiode)",2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=6'],2025-05-28T13:56:44+02:00,2025-05-28T13:56:44+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005234,"Sitzung des Ausschusses für Umwelt, Klima und Lokale Agenda (Sammeldatum für alle Vorlagen der neuen Wahlperiode)",2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=342'],2025-05-28T13:57:49+02:00,2025-05-28T13:57:49+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005235,Sitzung des Ausschusses für Mobilität und Verkehr (Sammeldatum für alle Vorlagen der neuen Wahlperiode),2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=340'],2025-05-28T13:58:04+02:00,2025-05-28T13:58:04+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005237,Sitzung des Rechnungsprüfungsausschusses (Sammeldatum für alle Vorlagen der neuen Wahlperiode),2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=18'],2025-05-28T13:59:02+02:00,2025-05-28T13:59:02+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005240,Sitzung des Beirates Kinder- und Jugendbeteiligung (Sammeldatum für alle Vorlagen der neuen Wahlperiode),2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=352'],2025-05-28T13:59:32+02:00,2025-05-28T13:59:32+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005241,Sitzung des Hauptausschusses (Sammeldatum für alle Vorlagen der neuen Wahlperiode),2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=12'],2025-05-28T13:59:39+02:00,2025-05-28T13:59:39+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005242,Sitzung des Ausschusses für Beteiligung der Bürgerinnen und Bürger (Sammeldatum für alle Vorlagen der neuen Wahlperiode),2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=337'],2025-05-28T14:00:03+02:00,2025-05-28T14:00:03+02:00
https://www.bonn.sitzung-online.de/public/oparl/meetings?id=2005243,"Sitzung des Ausschusses für Finanzen, Beteiligungen und Vergabe (Sammeldatum für alle Vorlagen der neuen Wahlperiode)",2025-12-31T18:00:00+01:00,2026-01-01T00:00:00+01:00,,['https://www.bonn.sitzung-online.de/public/oparl/organizations?typ=gr&id=329'],2025-05-28T14:00:25+02:00,2025-05-28T14:00:25+02:00
